 or discord or irc or FA notes Just seems to be the hot and accessable app we seem to like this month.,"[0.25, 0.8500000000000001]","[0.099, 0.794, 0.107]",1
  why does my discord app look like this? No pictures are showing. :( any ideas? ,"[-0.75, 1.0]","[0.114, 0.501, 0.385]",1
 Anyone familiar with streaming via OBS/Xbox One: Is there a way to broadcast party chat through OBS w/o everyone using an app like Discord?,"[0.375, 0.5]","[0.186, 0.717, 0.097]",1
  yea search discord there's an app,"[0.0, 0.0]","[0.0, 0.649, 0.351]",1
  Went to a small job fair. They asked me what my favorite app is. ,"[0.31666666666666665, 0.7666666666666666]","[0.325, 0.675, 0.0]",2
  Download the free Discord app in the meantime,"[0.4, 0.8]","[0.275, 0.5, 0.225]",2
" ""  try discord. Great app","[0.8, 0.75]","[0.466, 0.227, 0.307]",1
  Discord app more like... SKYPE ...ROASTED.......sorry that was too far ,"[0.3, 0.75]","[0.0, 0.769, 0.231]",1
1. Delete app2. Break iPad3. Sell iPad4. Buy new iPad5. Install Discord6. Talk,"[0.13636363636363635, 0.45454545454545453]","[0.0, 1.0, 0.0]",2
  DISCORD HAS AN APP,"[0.0, 0.0]","[0.0, 0.526, 0.474]",2
  i deleted skype when most of my friends moved to line or discord. its godawful on desktop and the mobile app is an abomination,"[0.5, 0.5]","[0.124, 0.776, 0.1]",2
 Just realized I got 11 servers in my discord app. Holy moley. So many awesome communities to be a part of.,"[0.75, 0.75]","[0.182, 0.706, 0.112]",1
 Thank god for discord having a working mobile app,"[0.0, 0.0]","[0.374, 0.407, 0.22]",1
 Each time people mention the app discord I think of discourse first,"[0.25, 0.3333333333333333]","[0.0, 0.787, 0.213]",1
  There is a great phone app for Discord.,"[0.8, 0.75]","[0.347, 0.424, 0.229]",3
" ""  Discord could work. Get app","[0.0, 0.0]","[0.0, 0.597, 0.403]",2
" "" hmm. You're seeing a 6 digit code in the app","[0.0, 0.0]","[0.0, 1.0, 0.0]",3
 theres actually some practicality to the music bot in discord i can listen to stuff from youtube outside the app,"[0.0, 0.07500000000000001]","[0.0, 0.87, 0.13]",2
  my discord app won't let me send messages,"[0.0, 0.0]","[0.0, 0.722, 0.278]",1
  how do you join the discord? I downloaded the app made an account now I'm confused,"[-0.4, 0.7]","[0.115, 0.625, 0.26]",2
  get discord joker if you dont have it. or use the smart phone app :),"[0.35714285714285715, 0.8214285714285714]","[0.344, 0.526, 0.129]",1
" "" it is his app Mr. Krabs","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" ""  I posted this to the Discord App holding my Discord","[0.0, 0.0]","[0.0, 0.565, 0.435]",1
  discord is the most amazing app ever. An essential part of my community.,"[0.3666666666666667, 0.5666666666666667]","[0.23, 0.618, 0.152]",3
 Discord is a really confusing app.,"[-0.3, 0.4]","[0.0, 0.38, 0.62]",1
" "" I also don't use Discord on the computer","[0.0, 0.0]","[0.273, 0.727, 0.0]",1
 i just joined our discord voice channel and all i can use my app if you want its called mcnugget,"[0.0, 0.0]","[0.065, 0.8, 0.135]",1
  uhh is discord down? app is forever loadingggggggggg,"[-0.15555555555555559, 0.2888888888888889]","[0.0, 0.722, 0.278]",2
  can't connect to Discord desktop or android app. My internet connection is fine.,"[0.4166666666666667, 0.5]","[0.269, 0.731, 0.0]",1
 Discord is the worst app of all-time.,"[-1.0, 1.0]","[0.0, 0.424, 0.576]",1
 SHIT ok i gotta install the discord app real fast,"[0.20000000000000004, 0.7333333333333334]","[0.144, 0.394, 0.462]",1
 Would literally anyoine like to hafve a Skype call? ior Discord if there's a mobile app,"[0.0, 0.0]","[0.145, 0.698, 0.157]",2
" "" can't connect to one of the servers through my app","[0.0, 0.0]","[0.0, 1.0, 0.0]",1
  Discord does have a mobile app~,"[0.0, 0.0]","[0.0, 0.597, 0.403]",1
 Love when you are having problems with the mobile app also for Discord.,"[0.5, 0.6]","[0.214, 0.51, 0.276]",2
" "" i've an issue with my proxy","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" the app","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
he called me a nigger a few weeks ago on the discord app i would like some form of punishment,"[-0.2, 0.1]","[0.097, 0.506, 0.397]",1
 he called me a nigger a few weeks ago on the discord app i would like some form of punishment,"[-0.2, 0.1]","[0.097, 0.506, 0.397]",1
 I dead ass may never open the discord app again.,"[-0.1, 0.45]","[0.141, 0.374, 0.486]",1
 Niggas gonna have to hit me on here for league gamesI dead ass may never open the discord app again.,"[-0.1, 0.45]","[0.079, 0.562, 0.358]",1
 Discord app is very neat. I want to be able to make neat apps like that.,"[0.35, 0.4625]","[0.456, 0.428, 0.116]",3
  Doesn't matter that you are my Discord app is broken in general,"[-0.175, 0.45]","[0.0, 0.567, 0.433]",1
 Ok so is it just me or discord app aint working??,"[0.5, 0.5]","[0.154, 0.631, 0.215]",1
 i didnt think discord even had an app lmao,"[0.6, 1.0]","[0.506, 0.494, 0.0]",1
" ""thx discord app","[0.0, 0.0]","[0.403, 0.161, 0.435]",2
" "" thanks. I have the discord app","[0.2, 0.2]","[0.337, 0.349, 0.314]",3
  Having a problem connecting to discord windows app. Just keeps spinning saying connecting but nothing happens.,"[0.0, 0.0]","[0.0, 0.778, 0.222]",1
" "" I can't get online on discord. Web or app","[0.0, 0.0]","[0.0, 0.722, 0.278]",1
 I could try to turn on the discord app,"[0.0, 0.0]","[0.0, 0.722, 0.278]",1
  nope it was all done using the discord app for windows. My security is completely fine.,"[0.4166666666666667, 0.5]","[0.223, 0.644, 0.134]",1
 i got the discord app... add me im stardustjelly,"[0.0, 0.0]","[0.0, 0.722, 0.278]",1
" "" I've added 4 services (slack","[0.0, 0.0]","[0.0, 1.0, 0.0]",1
" "" recently my Discord app just loads a grey screen. Windows is saying the program is not supported. Using Windows 10","[-0.025, 0.175]","[0.055, 0.732, 0.213]",1
 Fuck the discord app,"[-0.4, 0.6]","[0.0, 0.244, 0.756]",2
*whispers* the discord app is pretty good too,"[0.475, 0.8]","[0.442, 0.362, 0.196]",2
  yata discord  i dont know how to DM...,"[0.0, 0.0]","[0.0, 0.69, 0.31]",1
 Daughter of Discord: Happy Hearts and Hooves DayQ: What app did you use?A: Medibang  ,"[0.8, 1.0]","[0.201, 0.652, 0.147]",3
" ""  Get me an invite","[0.0, 0.0]","[0.348, 0.652, 0.0]",1
" "" Great! Join our translation project @  It's mostly for the app though","[0.75, 0.625]","[0.423, 0.577, 0.0]",4
" "" I'm telling you","[0.0, 0.0]","[0.0, 1.0, 0.0]",3
" "" maybe you could use discord","[0.0, 0.0]","[0.0, 0.597, 0.403]",1
" ""  reminds me of """"desktop app"""" versions of web stuff that just run on electron (e.g.: the """"linux port"""" of discord).""","[0.0, 0.0]","[0.0, 1.0, 0.0]",1
the native discord app on os x and windows is also electron,"[0.0, 0.0]","[0.0, 0.787, 0.213]",1
" ""Still want to join my Discord? Click here:  (get the app","[-0.75, 1.0]","[0.246, 0.563, 0.19]",1
  it tried to get on discord but I have to pay to get the app. What shall I do?,"[0.0, 0.0]","[0.0, 0.813, 0.187]",1
 If you hava discord app accoun this is my chat box link ,"[0.0, 0.0]","[0.0, 0.803, 0.197]",2
 Voice chat  on code app ,"[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" Not within the app","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
 It's time to ditch Skype and Teamspeak. Discord is the only free and secure all-in-one voice+text app designed for g ,"[0.26666666666666666, 0.7999999999999999]","[0.234, 0.656, 0.111]",1
Nah Its Cool What App Do You Use.U Use Discord Right?,"[0.31785714285714284, 0.5928571428571429]","[0.16, 0.556, 0.285]",2
 discord is such a nice app like whaat,"[0.3, 0.75]","[0.442, 0.333, 0.225]",3
 I now have too many Discord servers to fit on the side of the app page ,"[0.45, 0.45]","[0.137, 0.714, 0.148]",1
  what is the discord app?,"[0.0, 0.0]","[0.0, 0.597, 0.403]",2
  wait it's cause I can't deleted the discord folder in app data local area,"[0.0, 0.0]","[0.158, 0.842, 0.0]",1
 I'm paranoid this discord app for me now,"[0.0, 0.0]","[0.0, 0.539, 0.461]",2
 Which is why it's skype ; discord/any other similar app,"[-0.0625, 0.3875]","[0.0, 1.0, 0.0]",1
 anika i meant the fucking app i didnt jsut tweet the discord lyrics for no reas n,"[-0.6, 0.8]","[0.0, 0.71, 0.29]",1
 Still having problems on the Discord app.  I just want to check my server settings.,"[0.0, 0.0]","[0.073, 0.621, 0.305]",1
 id download the discord app but i dont want to salt my own wounds about not being able to play any video games,"[0.55, 0.8125]","[0.123, 0.751, 0.126]",1
  is there a Discord app for tablets?,"[0.0, 0.0]","[0.0, 0.649, 0.351]",1
" ""So I guess if you quit the discord app on mobile during a conversation","[0.0, 0.0]","[0.0, 0.803, 0.197]",1
  can you inform me if ever the WP app gets developed. The growing popularity of discord and lack of WP apps worries me,"[0.1, 0.3]","[0.301, 0.47, 0.229]",2
" "" Alright","[0.0, 0.0]","[1.0, 0.0, 0.0]",2
  discord desktop app keeps saying connecting but discord web works :|,"[0.0, 0.0]","[0.0, 0.533, 0.467]",1
 I'm paranoid this discord app for me tomorrow,"[0.0, 0.0]","[0.0, 0.539, 0.461]",2
  Discord? I don't have the skype app xd,"[0.0, 0.0]","[0.33, 0.435, 0.235]",2
  at discord :3cU can either use it via browser or download the app!,"[0.0, 0.0]","[0.0, 0.8, 0.2]",1
 Im so done with the Discord app.,"[0.0, 0.0]","[0.0, 0.69, 0.31]",3
" "" Hey Discord","[0.0, 0.0]","[0.0, 0.27, 0.73]",2
 tfw you find out discord's desktop app is really just a wrapper for the web app ,"[0.2, 0.2]","[0.0, 1.0, 0.0]",1
 NOOOO MY DISCORD APP CRASHED AND I HAVE TO SCROLL UP FOR CENTURIES AGAIN THIS IS TRAGIC,"[-0.75, 0.75]","[0.0, 0.711, 0.289]",1
 Miss calling josh the n word in discord ; ( may download the app just to tell him that,"[0.0, 0.0]","[0.0, 0.765, 0.235]",2
" ""Anyone with the Discord app","[0.0, 0.0]","[0.0, 0.597, 0.403]",2
" ""  Anyone with the Discord app","[0.0, 0.0]","[0.0, 0.597, 0.403]",3
" "" fun fact","[0.3, 0.2]","[0.767, 0.233, 0.0]",3
  how come I can't syncs my twitch account with my discord account with the mobile app?,"[0.0, 0.0]","[0.0, 0.838, 0.162]",1
" "" is being a little shitty tonight. However","[-0.1875, 0.5]","[0.0, 0.602, 0.398]",1
 It's ok Peach I accept the fact that you don't want a Discord app.,"[0.5, 0.5]","[0.434, 0.491, 0.075]",1
  There we go :)  Happy to see you guys interested in the user`s opinion and love for the app,"[0.5125, 0.775]","[0.476, 0.524, 0.0]",3
" "" Discord uses 40k on the app version","[0.0, 0.0]","[0.0, 0.69, 0.31]",2
 Is it just me or is the discord mobile app just a little bit motherfucking god damn awful,"[-0.59375, 0.75]","[0.071, 0.466, 0.463]",0
 It's time to ditch Skype and Teamspeak. Discord is the only free and secure all-in-one voice+text app designed for gamers,"[0.26666666666666666, 0.7999999999999999]","[0.224, 0.669, 0.106]",1
" ""I made a vinyl server on the Discord app","[0.0, 0.0]","[0.0, 0.722, 0.278]",2
 the discord android app is kinda glitchy .w.,"[0.0, 0.0]","[0.0, 0.722, 0.278]",1
  is discord a good app? I have it downloaded but never tried it.,"[0.7, 0.6000000000000001]","[0.152, 0.703, 0.145]",1
 July 4th Project Idea [Team Wanted]  Hey guys so I came up with an idea while talking on our discord app channel.,"[0.0, 0.0]","[0.0, 0.881, 0.119]",1
 Made a discord server because it is a good app with jump-in jump-out voice options. JOIN IT.  via ,"[0.7, 0.6000000000000001]","[0.271, 0.604, 0.125]",1
  Well can you guys make a app that does the same thing as the current Discord app but make it for devices that are older?,"[0.05555555555555555, 0.28611111111111115]","[0.061, 0.866, 0.073]",2
 July 4th Project Idea [Team Wanted]: Hey guys so I came up with an idea while talking on our discord app chan... ,"[0.0, 0.0]","[0.0, 0.881, 0.119]",1
  how do we get an easier discord app link? Like  Thanks,"[0.2, 0.2]","[0.458, 0.391, 0.151]",2
" ""  you gotta sync up your discord with twitch","[0.0, 0.0]","[0.0, 0.722, 0.278]",1
" "" Discord in a thing like Skype (but better) it's easier to use ; lighter","[0.5, 0.5]","[0.312, 0.529, 0.159]",1
  get the app Discord for your phone so you can talk to all of us we need to laugh at your big ass,"[0.15, 0.1]","[0.121, 0.671, 0.208]",3
" "" that's good! Check your DM's","[0.875, 0.6000000000000001]","[0.444, 0.556, 0.0]",3
HEY DISCORD IS GOOD IT HAS THE BOLD AND ITALICS THING LIKE SKYPE AND HAS A MOBILE APP I REALLY LIKE IT,"[0.41111111111111104, 0.4888888888888889]","[0.372, 0.532, 0.096]",1
 should i get this discord app,"[0.0, 0.0]","[0.0, 0.561, 0.439]",1
Get the Discord app for your phone!,"[0.0, 0.0]","[0.0, 0.667, 0.333]",1
  how do i open this on the discord app and not in my web browser,"[0.0, 0.5]","[0.0, 0.828, 0.172]",2
how do we get an easier discord app link? Like  Thanks,"[0.2, 0.2]","[0.458, 0.391, 0.151]",2
" ""  with Chris on this","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
  get on discord i hate this app,"[-0.8, 0.9]","[0.0, 0.385, 0.615]",1
  do you have anything i can message you?? get discord app for the phone!!,"[0.0, 0.0]","[0.0, 0.767, 0.233]",3
 DISCORD [Kinetic Typography] ,"[0.0, 0.0]","[0.0, 0.368, 0.632]",1
  Hammer ; Chisel Inc.Discord - Chat for Gamers,"[0.0, 0.0]","[0.0, 1.0, 0.0]",1
" ""Wow","[0.1, 1.0]","[1.0, 0.0, 0.0]",2
" "" Discord could do with a bit of polish","[0.0, 0.0]","[0.0, 0.69, 0.31]",2
 Wow Discord customer service is great.'Hey your desktop version isn't working.''Download the app.''That is not what I asked for.',"[0.1, 1.0]","[0.169, 0.711, 0.12]",3
  any chance discord will release an app available on PS4/Xbox One?,"[0.4, 0.4]","[0.146, 0.657, 0.197]",2
  you guys only have to download the Discord app .. Join us today! ,"[0.0, 1.0]","[0.136, 0.679, 0.185]",1
  Eurobeat Brony - Discord (The Living Tombstone's Remix)by  ,"[0.0, 0.0]","[0.0, 0.69, 0.31]",1
" ""  i just want to say","[0.0, 0.0]","[0.302, 0.698, 0.0]",2
  oh if you're on mobile you have to download the discord app,"[0.0, 0.0]","[0.0, 0.803, 0.197]",1
" "" XD all good. Just want to make sure that if you need someone to talk to","[0.6, 0.7444444444444445]","[0.479, 0.521, 0.0]",3
 Hey we started the inaugural 'Hour of the Wolf' ie Hour of watching anime or movies with you guys. We are on Rabbit app. Details in discord!,"[0.0, 0.0]","[0.0, 0.897, 0.103]",2
" ""I find it funny how Discord's supposed to be a voice app for gamers","[0.25, 1.0]","[0.195, 0.805, 0.0]",3
" ""Also Plus R is $7.50. If you get it/already have it","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" ""  Also Plus R is $7.50. If you get it/already have it","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
 which one is joining the discord app asks what you did,"[0.0, 0.0]","[0.0, 0.787, 0.213]",2
" ""Discord app for my phone just hangs at """"Connecting"""". Anyone else having this issue?""","[0.0, 0.0]","[0.0, 0.828, 0.172]",1
 Join me now on Discord app or website or on  ,"[0.0, 0.0]","[0.171, 0.62, 0.209]",2
" ""  Discord app for my phone just hangs at """"Connecting"""". Anyone else having this issue?""","[0.0, 0.0]","[0.0, 0.828, 0.172]",1
  ovawatch also I'll respond to discord in the am. App keeps crashing ,"[0.0, 0.0]","[0.0, 0.803, 0.197]",1
 Fuck I just DM random people the discord app asks what you did,"[-0.45, 0.55]","[0.0, 0.617, 0.383]",1
  GREAT app all is working-thanks discord,"[0.8, 0.75]","[0.419, 0.347, 0.234]",1
" ""Slack","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" What did you expect from an app named """"Discord""""?""","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
the option is a discord app on the Eshop? Hmm? Hmmmmm?,"[0.0, 0.0]","[0.0, 0.735, 0.265]",1
I don't think a special discord-app for Wii U or other consoles is worth the trouble,"[0.08303571428571428, 0.31160714285714286]","[0.113, 0.593, 0.294]",2
" "" my discord app gets crazy high ping on my computer","[-0.21999999999999997, 0.72]","[0.0, 0.611, 0.389]",1
  do you have a Discord channel? I just got the app on my phone.,"[0.0, 0.0]","[0.0, 0.803, 0.197]",2
 Holy shit....this Discord app scared me,"[0.0, 0.0]","[0.0, 0.417, 0.583]",1
  so discord what do I do if I reset my phone and need an authentictikn code from the Google app??? I'm locked out right now,"[0.2857142857142857, 0.5357142857142857]","[0.0, 0.862, 0.138]",1
 Grrrrr the discord app signed me out and now it won't let me log back in...;.;,"[0.0, 0.0]","[0.0, 0.847, 0.153]",1
  Discord is an Amazing app! It is actually a lot more easier and less laggy compared to Skype ^^,"[0.2708333333333333, 0.39166666666666666]","[0.289, 0.603, 0.108]",3
  do you play discord app social weeding? \ ^.^ /,"[0.03333333333333333, 0.06666666666666667]","[0.216, 0.541, 0.243]",2
  Discord mac/pc app was written in electron. Its mobile app was written in React Native,"[0.0, 0.0]","[0.0, 0.838, 0.162]",1
 Shout out to the discord tech support person trying to help solve my app issue with no succcess so far(and like 6+ attempts to help),"[0.0, 0.0]","[0.295, 0.561, 0.145]",1
" "" I have hangouts because it's my SMS app on Android","[0.0, 0.0]","[0.0, 1.0, 0.0]",1
 Discord at Kaizer Chiefs? ,"[0.0, 0.0]","[0.0, 0.526, 0.474]",2
  Looks to be originating from the Discord app,"[0.0, 0.0]","[0.0, 0.722, 0.278]",2
 i cant believe i had to delete half of my camera pics and skype app and discord in order to update jpsif just to get an error in the end,"[-0.16666666666666666, 0.16666666666666666]","[0.0, 0.828, 0.172]",1
 Discord mobile app sucks,"[-0.3, 0.3]","[0.0, 0.278, 0.722]",1
" "" Can i get some discord merch","[0.0, 0.0]","[0.0, 0.597, 0.403]",2
Just downloaded the discord app! How 'bout an invite? :D,"[1.0, 1.0]","[0.379, 0.448, 0.173]",1
 Discord app won't work.  it's the only app on my phone that stops working if I'm not using wifi.,"[0.0, 1.0]","[0.0, 0.798, 0.202]",1
 Man i miss discord. too bad my phone cant fit another app fml,"[-0.1499999999999999, 0.5333333333333333]","[0.0, 0.447, 0.553]",2
 Chat room. Check. VOIP. Check. No downtime. Check. Mobile app. Check. Join our  community Discord! Here: ,"[0.0, 0.0]","[0.108, 0.638, 0.255]",2
  Discord app- the miracle chat.,"[0.0, 0.0]","[0.4, 0.316, 0.284]",3
  please do discord app on windows 10 mobile.,"[0.0, 0.0]","[0.209, 0.545, 0.245]",1
 what a convenient time for my discord app to start bugging out,"[0.0, 0.0]","[0.0, 0.787, 0.213]",2
" ""Oh great","[0.8, 0.75]","[0.804, 0.196, 0.0]",3
  I'm done using Discord then. Not updating my OS just to run a chat app.,"[0.0, 0.0]","[0.0, 0.828, 0.172]",1
" ""My friend","[0.0, 0.0]","[0.762, 0.238, 0.0]",2
 ive been playing league and using the discord app to chat with my other BPD friends all day. what is life lmao.,"[0.2375, 0.6875]","[0.298, 0.61, 0.092]",1
" "" My discord is in a update loop","[0.0, 0.0]","[0.0, 0.649, 0.351]",2
" ""If you use the app """"Discord"""" come to my Colorado Avalanche server and talk some hockey  ","[0.0, 0.0]","[0.0, 1.0, 0.0]",1
" ""So I started a discord","[0.0, 0.0]","[0.0, 0.402, 0.598]",2
 Yo  Your discord app always dead bro whats up with that :P,"[0.275, 0.7]","[0.146, 0.48, 0.374]",2
 i think just because discord has a chat that i can catch up on + a mobile app that's functional,"[0.0, 0.0]","[0.0, 0.838, 0.162]",2
 Discord app for pc is not working for me. NotLikeThis,"[0.0, 0.0]","[0.0, 0.769, 0.231]",1
 At least the discord app for Mobile is working.,"[-0.3, 0.4]","[0.0, 0.748, 0.252]",2
 oh discord got another update? looks like it's time for me to redownload the app then!,"[0.0, 0.0]","[0.128, 0.718, 0.153]",1
  Now I don't need to figure out how to reinstall the discord app to use the mic on pc and instead use google chrome.,"[0.0, 0.0]","[0.0, 0.891, 0.109]",1
" "" Honestly I doubted your app at first but then I gave it a try and now I like it more then Skype","[0.45, 0.5777777777777778]","[0.241, 0.688, 0.071]",1
" "" thank you! it works. I'm sorry for my tone earlier but I was kinda blindsided","[-0.25, 0.75]","[0.134, 0.79, 0.076]",3
" "" ok","[0.5, 0.5]","[1.0, 0.0, 0.0]",2
" ""  So I started a discord","[0.0, 0.0]","[0.0, 0.402, 0.598]",2
 In fact they're so nice that they let me join in their group in this app called Discord. They're all amazing people.,"[0.6000000000000001, 0.95]","[0.317, 0.594, 0.089]",1
  That's good~!I'll try to figure out the app for Discord but I'll be muted ;~;,"[0.0, 0.0]","[0.0, 0.867, 0.133]",3
" "" he is always on discord","[0.0, 0.0]","[0.0, 0.597, 0.403]",2
  Can the mobile discord app run voice channels in the background?,"[0.0, 0.0]","[0.0, 0.787, 0.213]",2
 To my Lima friends playing  GO.. Download the discord app at hope in the chat room for lfg etc..,"[0.0, 0.0]","[0.306, 0.588, 0.106]",2
 Discord is a great app for voice and text,"[0.8, 0.75]","[0.32, 0.469, 0.211]",3
  oh. OH. Discord is an app,"[0.0, 0.0]","[0.0, 0.649, 0.351]",2
 FYI - everyone download discord app on your phone and computer - you'll need it for tomorrow's raffles,"[0.0, 0.0]","[0.132, 0.728, 0.14]",1
 Game chat app Discord crosses 11 million registered users,"[-0.4, 0.4]","[0.0, 0.748, 0.252]",1
  Game chat app Discord crosses 11 million registered users,"[-0.4, 0.4]","[0.0, 0.748, 0.252]",1
  I want to make Windows Phone App. I know how to use REST API. Tell me how I can use it?  ,"[0.0, 0.0]","[0.071, 0.929, 0.0]",1
 I'm paranoid this discord app for sticking around!,"[0.0, 0.0]","[0.0, 0.526, 0.474]",1
" ""because DISCORD is my life","[0.0, 0.0]","[0.0, 0.538, 0.462]",3
" ""Whenever Twitter adds new features","[0.13636363636363635, 0.45454545454545453]","[0.0, 1.0, 0.0]",3
  I can't figure out this app. It's the one you just tweeted about Right?  Discord?,"[0.2857142857142857, 0.5357142857142857]","[0.0, 0.809, 0.191]",1
" ""I'm trying something new","[0.13636363636363635, 0.45454545454545453]","[0.0, 1.0, 0.0]",3
" ""  I mean","[-0.3125, 0.6875]","[0.0, 1.0, 0.0]",2
Game chat app Discord crosses 11 million registered users ,"[-0.4, 0.4]","[0.0, 0.748, 0.252]",1
" ""So... Discord is pretty frakking cool. The gamer comms app","[0.3, 0.825]","[0.362, 0.461, 0.178]",3
" ""  So... Discord is pretty frakking cool. The gamer comms app","[0.3, 0.825]","[0.362, 0.461, 0.178]",3
  My discord app has a seizure getting in there,"[0.0, 0.0]","[0.0, 0.722, 0.278]",2
Discord has a mobile app.,"[0.0, 0.0]","[0.0, 0.526, 0.474]",2
" "" i restarted my computer and now the DIscord app or the internet version wont open. It is stuck on """"connecting"""". plz help""","[0.0, 0.5]","[0.156, 0.661, 0.183]",1
" ""I found this app called Recolor","[0.0, 0.0]","[0.0, 1.0, 0.0]",3
" ""whats the discourse is that the plural of discord","[0.0, 0.0]","[0.0, 0.748, 0.252]",1
  is there any news about discord as an app on ps4 because psn parties are terrible and i can't be in disc w/ non ps4 friendspls,"[-1.0, 1.0]","[0.089, 0.721, 0.19]",1
" "" perhaps it's only a discord ; spotify thing","[0.0, 1.0]","[0.0, 0.649, 0.351]",2
 Finally downloaded Discord app and it looks more sleek than Skype,"[0.25, 0.75]","[0.0, 0.787, 0.213]",1
" ""The Shepherds are now intigrated with a webbase and a mobile app","[0.0, 0.0]","[0.0, 1.0, 0.0]",1
 Game chat app Discord crosses 11 million registered users  ,"[-0.4, 0.4]","[0.0, 0.748, 0.252]",1
  Game chat app Discord crosses 11 million registered users  ,"[-0.4, 0.4]","[0.0, 0.748, 0.252]",1
 Game chat app Discord crosses 11 million registered users --  ,"[-0.4, 0.4]","[0.0, 0.769, 0.231]",1
  I am having issues being heard on my Iphone 6S Plus. My earbuds are not being picked up by Discord mobile app.,"[0.0, 0.0]","[0.0, 0.881, 0.119]",2
" ""HipChat","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
  is cool if we can do a vid together with the app discord tommorow or thursday but i dont gave anything to record with but my,"[0.35, 0.65]","[0.065, 0.863, 0.073]",1
  I'm big fan of your discord appHow long your team made discord app and what year it made in?,"[-0.025, 0.25]","[0.097, 0.675, 0.228]",1
" ""  except the discord app is made of balls","[0.0, 0.0]","[0.0, 0.722, 0.278]",1
  Hi! Love your app. My blue yeti mic sounds bad on discord but good when I do playback on my headphones. Suggestions?,"[0.12500000000000003, 0.4916666666666667]","[0.242, 0.611, 0.147]",2
" "" When i am on Discord the app just likes to disconnect me automatically","[0.0, 0.0]","[0.181, 0.645, 0.174]",2
" "" I am having issues connecting to discord. Opening app results in the app not responding","[0.0, 0.0]","[0.0, 0.828, 0.172]",1
 were you guys talking on discord? That app is the devil,"[0.0, 0.0]","[0.0, 0.559, 0.441]",2
  discord app,"[0.0, 0.0]","[0.0, 0.27, 0.73]",2
" "" or make a test database and run the app live against that","[0.13636363636363635, 0.5]","[0.0, 1.0, 0.0]",2
  To my Lima friends playing  GO.. Download the discord app at hope in the chat room for lfg etc..,"[0.0, 0.0]","[0.306, 0.588, 0.106]",2
 New Discord update while you were cleaning your butt (refresh/restart app to get) ,"[0.13636363636363635, 0.45454545454545453]","[0.0, 0.816, 0.184]",2
  New Discord update while you were cleaning your butt (refresh/restart app to get) ,"[0.13636363636363635, 0.45454545454545453]","[0.0, 0.816, 0.184]",2
  Hey. Why doesnt the Discord app have Achievements? Maybe i wanna earn something by making friends or joining servers. Please?,"[0.0, 0.0]","[0.334, 0.666, 0.0]",2
  android does have a discord mobile app yes,"[0.0, 0.0]","[0.26, 0.481, 0.26]",2
" "" run the following in win+r:cmd /C """"mkdir %localappdata%\Discord\app-0.0.292\resources\node_modules""""  before launching .exe""","[0.0, 0.1]","[0.0, 1.0, 0.0]",1
" "" then run the following in win+r:cmd /C """"mkdir %localappdata%\Discord\app-0.0.292\resources\node_modules""""  bfore launching .exe""","[0.0, 0.1]","[0.0, 1.0, 0.0]",1
  no but I was trying to look for them on the discord mobile app but I don't think I can get them from here :(,"[-0.75, 1.0]","[0.0, 0.679, 0.321]",1
  King who's that just go to App Store and download discord,"[0.0, 0.0]","[0.0, 0.787, 0.213]",2
" "" Great app","[0.8, 0.75]","[0.804, 0.196, 0.0]",3
  i just updated discord for the second time and the app keeps closing itself pls fix it guys,"[0.0, 0.0]","[0.068, 0.789, 0.142]",1
  first time to use the discord app. How do i join you?,"[0.25, 0.3333333333333333]","[0.158, 0.647, 0.194]",1
 discord app exposed !!!!!,"[0.0, 0.0]","[0.0, 0.279, 0.721]",2
" ""Well","[0.0, 0.0]","[1.0, 0.0, 0.0]",2
 Game chat app Discord crosses 11 million registered users ,"[-0.4, 0.4]","[0.0, 0.748, 0.252]",1
" "" Hey Matt","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" Hey Liam","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" Hey Andreas","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" Hey Daniel","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" Hey Swoosh","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
" "" Hey Raph","[0.0, 0.0]","[0.0, 1.0, 0.0]",2
 Here is what we will do. Within a 1 minute Twitter video- tell me what your commentary topic is about. I'll DM discord app links to 10 peeps,"[0.0, 0.0]","[0.0, 0.903, 0.097]",2
" ""the truth of the matter is","[0.0, 0.0]","[0.459, 0.541, 0.0]",3
  Here is what we will do. Within a 1 minute Twitter video- tell me what your commentary topic is about. I'll DM discord a,"[0.0, 0.0]","[0.0, 0.881, 0.119]",2
  discord is a voice app that is like Skype but better and yes it's for Mac just google discord Mac and you'll find it,"[0.5, 0.5]","[0.281, 0.553, 0.166]",1
